id,version,data,bool,ip_address
217,8.5.4,a262c971c87b656d581c1d87356f24695187fa89,true,135.218.166.33
218,8.3,a262c971c87b656d581c1d87356f24695187fa89,true,84.120.53.176
219,8.9.3,a262c971c87b656d581c1d87356f24695187fa89,false,201.4.200.75
220,8.4,a262c971c87b656d581c1d87356f24695187fa89,false,15.49.109.84
221,0.4.6,a262c971c87b656d581c1d87356f24695187fa89,false,243.192.100.199
222,1.2,a262c971c87b656d581c1d87356f24695187fa89,true,92.159.96.46
223,9.9,a262c971c87b656d581c1d87356f24695187fa89,true,39.135.200.223
224,3.5,a262c971c87b656d581c1d87356f24695187fa89,false,35.220.107.129
225,4.0,a262c971c87b656d581c1d87356f24695187fa89,false,36.160.3.21
226,3.5.4,a262c971c87b656d581c1d87356f24695187fa89,true,167.29.189.190
227,6.2.7,a262c971c87b656d581c1d87356f24695187fa89,true,150.130.89.231
228,4.4,a262c971c87b656d581c1d87356f24695187fa89,false,69.239.184.80
229,9.83,a262c971c87b656d581c1d87356f24695187fa89,true,101.111.84.253
230,6.56,a262c971c87b656d581c1d87356f24695187fa89,true,198.5.101.75
231,1.6.4,a262c971c87b656d581c1d87356f24695187fa89,false,208.3.1.226
232,4.2,a262c971c87b656d581c1d87356f24695187fa89,false,207.242.73.239
233,1.4,a262c971c87b656d581c1d87356f24695187fa89,true,12.200.106.61
234,0.4.1,a262c971c87b656d581c1d87356f24695187fa89,false,227.180.191.206
235,5.49,a262c971c87b656d581c1d87356f24695187fa89,true,189.202.208.207
236,5.3.5,a262c971c87b656d581c1d87356f24695187fa89,true,191.55.19.153
237,6.13,a262c971c87b656d581c1d87356f24695187fa89,true,150.149.60.231
238,8.6.8,a262c971c87b656d581c1d87356f24695187fa89,false,165.51.158.57
239,0.12,a262c971c87b656d581c1d87356f24695187fa89,true,255.113.199.212
240,4.74,a262c971c87b656d581c1d87356f24695187fa89,true,14.226.56.208
241,0.72,a262c971c87b656d581c1d87356f24695187fa89,false,29.56.181.184
242,2.2.4,a262c971c87b656d581c1d87356f24695187fa89,false,44.6.40.179
243,0.5.8,a262c971c87b656d581c1d87356f24695187fa89,false,81.84.1.175
244,0.15,a262c971c87b656d581c1d87356f24695187fa89,true,114.150.253.138
245,0.2.2,a262c971c87b656d581c1d87356f24695187fa89,false,119.34.254.130
246,4.1,a262c971c87b656d581c1d87356f24695187fa89,true,176.163.223.125
247,0.13,a262c971c87b656d581c1d87356f24695187fa89,false,201.110.137.230
248,0.16,a262c971c87b656d581c1d87356f24695187fa89,true,198.173.210.128
249,7.3,a262c971c87b656d581c1d87356f24695187fa89,true,180.4.82.65
250,3.0.3,a262c971c87b656d581c1d87356f24695187fa89,true,191.7.211.66
251,0.56,a262c971c87b656d581c1d87356f24695187fa89,true,189.100.32.93
252,1.1,a262c971c87b656d581c1d87356f24695187fa89,true,153.253.0.51
253,0.95,a262c971c87b656d581c1d87356f24695187fa89,true,154.119.243.3
254,6.57,a262c971c87b656d581c1d87356f24695187fa89,false,238.29.124.56
255,0.8.4,a262c971c87b656d581c1d87356f24695187fa89,false,0.59.206.216
256,0.57,a262c971c87b656d581c1d87356f24695187fa89,true,188.203.230.39
257,8.7,a262c971c87b656d581c1d87356f24695187fa89,true,234.91.138.5
258,7.04,a262c971c87b656d581c1d87356f24695187fa89,false,65.133.116.215
259,2.78,a262c971c87b656d581c1d87356f24695187fa89,true,123.182.64.79
260,9.63,a262c971c87b656d581c1d87356f24695187fa89,true,225.240.182.6
261,3.29,a262c971c87b656d581c1d87356f24695187fa89,false,59.35.102.195
262,9.05,a262c971c87b656d581c1d87356f24695187fa89,true,10.229.13.202
263,0.85,a262c971c87b656d581c1d87356f24695187fa89,false,226.207.82.58
264,2.5,a262c971c87b656d581c1d87356f24695187fa89,true,92.66.184.73
265,0.46,a262c971c87b656d581c1d87356f24695187fa89,false,98.182.255.101
266,3.86,a262c971c87b656d581c1d87356f24695187fa89,true,253.232.136.199
267,0.8.6,a262c971c87b656d581c1d87356f24695187fa89,true,179.238.128.35
268,0.8.3,a262c971c87b656d581c1d87356f24695187fa89,false,31.192.31.34
269,0.16,a262c971c87b656d581c1d87356f24695187fa89,false,69.190.133.129
270,1.9,a262c971c87b656d581c1d87356f24695187fa89,false,89.48.169.56
271,2.13,a262c971c87b656d581c1d87356f24695187fa89,false,111.14.204.234
272,7.95,a262c971c87b656d581c1d87356f24695187fa89,false,36.171.46.145
273,8.93,a262c971c87b656d581c1d87356f24695187fa89,false,102.27.147.100
274,0.67,a262c971c87b656d581c1d87356f24695187fa89,true,116.182.46.218
275,0.95,a262c971c87b656d581c1d87356f24695187fa89,false,203.248.113.254
276,6.45,a262c971c87b656d581c1d87356f24695187fa89,true,128.48.220.179
277,0.3.7,a262c971c87b656d581c1d87356f24695187fa89,false,61.160.139.235
278,1.7.5,a262c971c87b656d581c1d87356f24695187fa89,false,47.162.147.120
279,5.41,a262c971c87b656d581c1d87356f24695187fa89,true,122.215.174.66
280,0.96,a262c971c87b656d581c1d87356f24695187fa89,false,144.20.231.143
281,4.4,a262c971c87b656d581c1d87356f24695187fa89,true,151.160.74.163
282,0.2.7,a262c971c87b656d581c1d87356f24695187fa89,false,133.212.13.109
283,2.8.4,a262c971c87b656d581c1d87356f24695187fa89,true,88.25.236.149
284,0.56,a262c971c87b656d581c1d87356f24695187fa89,false,106.96.11.83
285,0.1.9,a262c971c87b656d581c1d87356f24695187fa89,true,171.9.73.72
286,0.51,a262c971c87b656d581c1d87356f24695187fa89,false,39.71.94.182
287,3.3.2,a262c971c87b656d581c1d87356f24695187fa89,false,146.194.207.160
288,0.72,a262c971c87b656d581c1d87356f24695187fa89,true,132.98.147.210
289,6.55,a262c971c87b656d581c1d87356f24695187fa89,true,115.203.197.190
290,6.5.5,a262c971c87b656d581c1d87356f24695187fa89,true,64.229.214.210
291,5.8,a262c971c87b656d581c1d87356f24695187fa89,false,200.38.16.82
292,4.4,a262c971c87b656d581c1d87356f24695187fa89,true,141.62.169.181
293,2.21,a262c971c87b656d581c1d87356f24695187fa89,true,8.162.13.197
294,0.39,a262c971c87b656d581c1d87356f24695187fa89,true,33.48.243.217
295,4.1.7,a262c971c87b656d581c1d87356f24695187fa89,true,178.66.191.127
296,9.73,a262c971c87b656d581c1d87356f24695187fa89,true,236.14.146.238
297,7.5.8,a262c971c87b656d581c1d87356f24695187fa89,false,119.108.233.22
298,2.1,a262c971c87b656d581c1d87356f24695187fa89,false,217.104.91.113
299,8.8.2,a262c971c87b656d581c1d87356f24695187fa89,true,153.157.237.26
300,0.61,a262c971c87b656d581c1d87356f24695187fa89,false,0.83.37.244
301,0.69,a262c971c87b656d581c1d87356f24695187fa89,false,121.202.210.5
302,5.02,a262c971c87b656d581c1d87356f24695187fa89,true,248.133.137.14
303,6.5,a262c971c87b656d581c1d87356f24695187fa89,false,60.24.224.203
304,4.76,a262c971c87b656d581c1d87356f24695187fa89,false,178.243.154.197
305,9.7.7,a262c971c87b656d581c1d87356f24695187fa89,false,117.113.193.210
306,0.8.6,a262c971c87b656d581c1d87356f24695187fa89,true,159.112.237.135
307,0.62,a262c971c87b656d581c1d87356f24695187fa89,false,115.39.55.67
308,6.5,a262c971c87b656d581c1d87356f24695187fa89,true,80.207.240.244
309,7.4,a262c971c87b656d581c1d87356f24695187fa89,false,21.110.205.254
310,4.9.0,a262c971c87b656d581c1d87356f24695187fa89,false,26.122.157.231
311,5.52,a262c971c87b656d581c1d87356f24695187fa89,false,189.246.189.34
312,9.65,a262c971c87b656d581c1d87356f24695187fa89,true,43.194.219.204
313,6.2.1,a262c971c87b656d581c1d87356f24695187fa89,false,176.129.180.246
314,0.93,a262c971c87b656d581c1d87356f24695187fa89,true,106.8.75.255
315,8.0.5,a262c971c87b656d581c1d87356f24695187fa89,true,17.11.60.13
316,0.8.0,a262c971c87b656d581c1d87356f24695187fa89,true,87.186.44.174
317,6.8,a262c971c87b656d581c1d87356f24695187fa89,true,30.25.240.88
318,9.3.3,a262c971c87b656d581c1d87356f24695187fa89,false,50.143.158.198
319,0.32,a262c971c87b656d581c1d87356f24695187fa89,true,233.75.143.237
320,7.2.7,a262c971c87b656d581c1d87356f24695187fa89,true,23.233.154.167
321,9.18,a262c971c87b656d581c1d87356f24695187fa89,false,113.206.72.147
322,9.48,a262c971c87b656d581c1d87356f24695187fa89,true,127.186.103.120
323,1.0.9,a262c971c87b656d581c1d87356f24695187fa89,false,200.239.49.213
324,9.6,a262c971c87b656d581c1d87356f24695187fa89,false,66.36.153.205
325,7.2,a262c971c87b656d581c1d87356f24695187fa89,false,16.101.63.212
326,0.59,a262c971c87b656d581c1d87356f24695187fa89,false,49.204.141.33
327,6.7,a262c971c87b656d581c1d87356f24695187fa89,false,93.255.195.172
328,6.4,a262c971c87b656d581c1d87356f24695187fa89,false,165.193.232.18
329,0.9.3,a262c971c87b656d581c1d87356f24695187fa89,true,221.204.93.56
330,0.75,a262c971c87b656d581c1d87356f24695187fa89,true,79.201.188.53
331,0.34,a262c971c87b656d581c1d87356f24695187fa89,true,84.197.33.215
332,2.7,a262c971c87b656d581c1d87356f24695187fa89,false,209.100.245.189
333,4.7,a262c971c87b656d581c1d87356f24695187fa89,false,206.201.73.205
334,3.0,a262c971c87b656d581c1d87356f24695187fa89,false,134.5.241.99
335,0.5.1,a262c971c87b656d581c1d87356f24695187fa89,true,37.154.47.160
336,1.0.9,a262c971c87b656d581c1d87356f24695187fa89,true,1.177.67.184
337,0.47,a262c971c87b656d581c1d87356f24695187fa89,true,185.155.125.170
338,0.1.9,a262c971c87b656d581c1d87356f24695187fa89,true,169.44.109.47
339,0.7.9,a262c971c87b656d581c1d87356f24695187fa89,true,24.70.85.54
340,0.67,a262c971c87b656d581c1d87356f24695187fa89,true,162.3.179.144
341,9.7.4,a262c971c87b656d581c1d87356f24695187fa89,false,247.106.13.56
342,3.4,a262c971c87b656d581c1d87356f24695187fa89,true,98.102.80.97
343,0.5.5,a262c971c87b656d581c1d87356f24695187fa89,true,36.41.77.186
344,6.32,a262c971c87b656d581c1d87356f24695187fa89,true,60.142.139.152
345,0.85,a262c971c87b656d581c1d87356f24695187fa89,false,68.244.8.21
346,0.1.0,a262c971c87b656d581c1d87356f24695187fa89,true,250.206.40.141
347,4.6.9,a262c971c87b656d581c1d87356f24695187fa89,false,195.88.93.145
348,0.4.2,a262c971c87b656d581c1d87356f24695187fa89,true,215.99.252.6
